account_id|pid|code|ftype|descr|address|rc_id|chan_id|poten_id|group_price_id|payment_delay|locked
85H000KQ9DMT|2000|10585|0|Вязниковское райпо|,601446,Владимирская обл,,Вязники г,,Дечинский мкр,8,,||||||
85H000FHEDMT|2000|10585|0|Вязниковское райпо|Владимирская обл., г.Вязники, ул.Дечинский, д.6||||||
85H000FHLDMT|2000|10585|0|Вязниковское райпо|Владимирская обл., г.Вязники, ул.Ленина, д.1||||||
85H000FHCDMT|2000|10585|0|Вязниковское райпо|магазин №12, Владимирская обл., г.Вязники, ул.Ленина,51||||||
85H000FV4DMT|2000|10585|0|Вязниковское райпо|магазин №12,Владимирская обл., г.Вязники, ул. Октябрьская, д. 1/4||||||
34635-9947|31949|34635|0|ИП Кокорева Е.В.|Владимирская обл.,  Киржачский р-н, г. Киржач ул. Текстильщиков ул. д.5 корп. Б||||||
50155-10645|31949|50155|0|ИП Кокурина М.В.|Владимирская обл., г. Владимир Северная ул. д.30||||||
50035-10778|31949|50035|0|ИП Колпакова Е.И.|Владимирская обл., Александровский р-н, г. Балакирево 60 лет Октября ул. д.3||||||
36065-10400|31949|36065|0|ИП Комолов К.С.|Владимирская обл., Собинский р-н, г. Собинка Гагарина ул. д.10||||||
50014-10520|31949|50014|0|ИП Кондратьева Н. М.|Владимирская обл., г. Владимир Строителей пр-кт д.22||||||
32072-7993|31949|32072|0|ИП Кондратьева Н.М.|Владимирская обл., г. Владимир Строителей пр-кт д.22||||||
50097-10512|31949|50097|0|ИП Кривошеев В.Н.|Владимирская обл., г. Владимир Красноармейская ул. д.8-А||||||
32374-10847|31949|32374|0|ИП Круглов С.А.|Владимирская обл., Кольчугинский р-н, г. Кольчугино Коллективная ул. д.49||||||
50469-11316|31949|50469|0|ИП Курюгин Д.В.|Владимирская обл., Собинский р-н, г. Собинка Рабочий прспект д.13||||||
50317-11048|31949|50317|0|ИП Малых А.Л|Владимирская обл., г. Владимир Куйбышева ул. д.58||||||
50099-10390|31949|50099|0|ИП Меринович Ф.М.|Владимирская обл., г. Владимир Дуброва Верх. ул. д.8||||||
35565-10480|31949|35565|0|ИП Миронов С.В.|Владимирская обл., г. Владимир Мещерская ул. д.4,с.501||||||
33250-10860|31949|33250|0|ИП Морковкина Н.В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусевский Октябрская ул. д.1||||||
50147-10606|31949|50147|0|ИП Мочалова Е.А.-4|Владимирская обл., г. Владимир Московская Бол. ул. д.8 (ТЦ Порт)||||||
35947-10536|31949|35947|0|ИП Нестеров В.И.|Рязанская обл., г. Касимов Горького ул. д.104||||||
50439-11280|31949|50439|0|ИП Казаков А.Е.|Владимирская обл., Вязниковский р-н, г. Октябрьский Клубная ул. д.4||||||
50584-11481|31949|50584|0|ИП Казакова Е. В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный Орловская д.15||||||
11653-10511|31949|11653|0|ИП Казанин С.В.|Владимирская обл., г. Владимир Строителей ул. д.2||||||
36874-10771|31949|36874|0|ИП Коренков С А|Владимирская обл., Александровский р-н, г. Александров Терешковой ул. д.15||||||
32181-8112|31949|32181|0|ИП Коробова С.Н.|Владимирская обл.,  Гусь-Хрустальный р-н, г. Гусь-Хрустальный ул. Калинина ул. д.50||||||
32326-7712|31949|32326|0|ИП Косолапова Е.Н|Владимирская обл., г. Владимир Ленина пр-кт д.47||||||
33486-8853|31949|33486|0|ИП Котова Л.В.|Владимирская обл.,  Владимир р-н, г. Владимир ул. Ленина проспект д.61||||||
50219-10744|31949|50219|0|ИП Кочеткова Е.И.|Владимирская обл., г. Владимир Дуброва Верх. ул. д.26 корп. Г||||||
50108-10445|31949|50108|0|ИП Кочнева Н.Ю.|Владимирская обл., Вязниковский р-н, г. Октябрьский Советская ул. д.1-Б||||||
50571-11456|31949|50571|0|ИП Крайнова И. А.|Владимирская обл., Муромский р-н, г. Муром Дзержинского ул. д.3-А||||||
32374-8256|31949|32374|0|ИП Круглов С.А.|Владимирская обл., Кольчугинский р-н, г. Кольчугино Веденеева ул. д.14||||||
32564-7839|31949|32564|0|ИП Круглова Е.А|Владимирская обл., г. Ковров ул. Сосновая ул. д.17||||||
32564-7745|31949|32564|0|ИП Круглова Е.А|Владимирская обл., г. Ковров ул. Запольная ул. д.30-33||||||
34429-9757|31949|34429|0|ИП Крупенина С.А.|Владимирская обл., г. Лакинск ул. Ленина ул. д.75||||||
36866-10940|31949|36866|0|ИП Крылова Т.В|Владимирская обл., Петушинский р-н, г. Петушки Маяковского ул. д.14||||||
32260-8418|31949|32260|0|ИП Кувшинов Н, И,|Владимирская обл.,  Владимирская обл., р-н, г. пос.Боголюбова ул. Садовая ул. д.34 корп. А||||||
35591-11255|31949|35591|0|ИП Кузнецова Е.Л.|Владимирская обл., Гороховецкий р-н, г. Гороховец Ленина ул. д.11||||||
35591-10539|31949|35591|0|ИП Кузнецова Е.Л.|Владимирская обл., Гороховецкий р-н, г. Гороховец Луначарского ул. д.58||||||
34747-10050|31949|34747|0|ИП Кузнецова Е.Л.-не выбирать|Владимирская обл.,  Гороховецкий р-н, г. Гороховец ул. Ленина ул. д.11||||||
50191-10693|31949|50191|0|ИП Кузьмичева Л.М.|Владимирская обл., Гороховецкий р-н, г. Гороховец Гагарина ул. д.35||||||
11377-5425|31949|00-001|0|Клиент №1|г. Москва ул. Кутузовский просп. д.2/1||||||
32719-7986|31949|32719|0|ИП Куликова Н.А.-1|Владимирская обл.,  Кольчугинский р-н, г. Кольчугино ул. Ленина ул. д.13||||||
50087-10487|31949|50087|0|ИП Куликова Н.А.-2|Владимирская обл., Кольчугинский р-н, г. Кольчугино Добровольского ул. д.6||||||
50088-10434|31949|50088|0|ИП Куликова Н.А.-3|Владимирская обл., Кольчугинский р-н, г. Кольчугино 3Интернационала д.64||||||
32127-9179|31949|32127|0|ИП Калинин М.Ю.-1|Владимирская обл.,  Собинский р-н, г. Собинка ул. Лакина д.9||||||
32127-8338|31949|32127|0|ИП Калинин М.Ю.-1|Владимирская обл.,  Собинский р-н, г. Собинка ул. Чайковского ул д.10||||||
35021-10206|31949|35021|0|ИП Калинин М.Ю.-2-не выбирать|Владимирская обл.,  Собинский р-н, г. Собинка ул. Лакина д.9||||||
34157-9481|31949|34157|0|ИП Кучерова Л.Н.|Владимирская обл.,  Гусь-Хрустальный р-н, г. Вяткино ул. Пряничникова ул. д.1||||||
36228-10939|31949|36228|0|ИП Лапшина Н.В.|Владимирская обл., Кольчугинский р-н, г. Кольчугино Московская ул. д.62||||||
34372-9695|31949|34372|0|ИП Лапшов А.П.|Владимирская обл.,  Киржачский р-н, г. Киржач ул. Гагарина ул. д.8||||||
50241-10830|31949|50241|0|ИП Лапшов А.П.-1|Владимирская обл., Киржачский р-н, г. Киржач Гагарина ул. д.8||||||
32175-10880|31949|32175|0|ИП Лапшов В.В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусевский Садовая ул. д.4||||||
32175-10879|31949|32175|0|ИП Лапшов В.В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный Чапаева ул. д.10||||||
33899-10554|31949|33899|0|ИП Лезова Е.В.|Владимирская обл., г. Владимир Мещерская ул. д.4 (секция №609)||||||
50444-11289|31949|50444|0|ИП Лепилов А. С.|Владимирская обл., г. Владимир Дзержинского ул. д.9 (маг. Унистрой с. 9)||||||
35565-10481|31949|35565|0|ИП Миронов С.В.|Владимирская обл., г. Владимир Мещерская ул. д.4,с.509||||||
35565-10479|31949|35565|0|ИП Миронов С.В.|Владимирская обл., г. Владимир Мещерская ул. д.1(Троя)||||||
85H000FHDDMT|2000|10585|0|Вязниковское райпо|магазин №13,Владимирская обл., г.Вязники, ул.Южная, д.1||||||
85H000FHHDMT|2000|10585|0|Вязниковское райпо|магазин №14, 601445, Владимирская обл, Вязники г, Металлистов ул, д. 11||||||
85H000GUZDMT|2000|10585|0|Вязниковское райпо|магазин №19, Владимирская обл, Вязнико...н, Чудиново д., Центральная ул, д. 5||||||
85H000G1ZDMT|2000|10585|0|Вязниковское райпо|магазин №28, 601408, Владимирская обл,...-н, Мстера пгт, Советская ул., д. 30||||||
85H000G11DMT|2000|10585|0|Вязниковское райпо|магазин №29, 601408, Владимирская обл,... р-н, Мстера пгт, Горького ул, д. 17||||||
85H000G14DMT|2000|10585|0|Вязниковское райпо|магазин №30, Владимирская обл, Вязнико...р-н, Заречный п., Шоссейная ул, д. 1||||||
85H000G13DMT|2000|10585|0|Вязниковское райпо|магазин №31, Владимирская обл, Вязнико...ское Татарово с., Советская ул, д. 5||||||
85H000G10DMT|2000|10585|0|Вязниковское райпо|магазин №33, 601408, Владимирская обл,...р-н, Мстера пгт, Ленина ул., д. 148а||||||
85H000HT6DMT|2000|10585|0|Вязниковское райпо|магазин №34, 601408, Владимирская обл,...р-н, Раменье д, Шоссейная ул, д. 33а||||||
85H000G12DMT|2000|10585|0|Вязниковское райпо|магазин №36, 601408, Владимирская обл,...р-н, Мстера пгт, Советская ул, д. 84||||||
85H000HPEDMT|2000|10585|0|Вязниковское райпо|магазин №48, 601428, Владимирская обл,...никовский р-н, Эдон д, Мира ул, д. 1||||||
85H000GW0DMT|2000|10585|0|Вязниковское райпо|магазин №59, 601430, Владимирская обл,...овязники мкр, Кооперативная ул, д. 1||||||
85H000H10DMT|2000|10585|0|Вязниковское райпо|магазин №6, 601427, Владимирская обл, ...Степанцево п, Первомайская ул, д. 21||||||
33250-10861|31949|33250|0|ИП Морковкина Н.В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусевский Советская ул. д.22||||||
33250-8633|31949|33250|0|ИП Морковкина Н.В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный Фрезерная ул. д.2||||||
32431-8649|31949|32431|0|ИП Морозова О.В.|Владимирская обл.,  Владимир р-н, г. Владимир ул. Мира ул. д.27||||||
35432-10858|31949|35432|0|ИП Морозова О.В.|Владимирская обл., г. Владимир Мира ул. д.27 (м-н Ваниль)||||||
32461-7860|31949|32461|0|ИП Москвичев Д.А.|Владимирская обл., Киржачский р-н, г. Киржач Текстильщиков ул. д.9||||||
35324-10661|31949|35324|0|ООО Ковчег|Владимирская обл., г. Владимир Разина ул. д.17||||||
50242-10831|31949|50242|0|ИП Москвичев Д.А.-1|Владимирская обл., Киржачский р-н, г. Киржач Текстильщиков ул. д.9||||||
33092-8431|31949|33092|0|ИП Калинкина А.Г.|Владимирская обл., г. Владимир Гагарина ул. д.5||||||
50460-11308|31949|50460|0|ИП Калёнова Н. В.|Владимирская обл., Вязниковский р-н, г. Вязники Чехова д.19-А||||||
50433-11274|31949|50433|0|ИП Каменькова Т. Ф.|Владимирская обл., г. Владимир Электрозаводская ул. д.4||||||
34314-9642|31949|34314|0|ИП Каретина Н.И.|Владимирская обл.,  Суздальский р-н, г. Суздаль ул. Промышленная ул. д.9||||||
50150-10609|31949|50150|0|ИП Мочалова Е.А.-3|Владимирская обл., г. Владимир Батурина ул. д.39 (офис 104)||||||
50285-10925|31949|50285|0|ИП Мухин А.В.|Владимирская обл., Ивановский р-н, г. Иваново 10 августа д.85||||||
35535-10773|31949|35535|0|ИП Никитов В.С.|Владимирская обл., Муромский р-н, г. Муром Трудовая ул. д.33||||||
36632-10540|31949|36632|0|ИП Овсянникова В.Я.|Владимирская обл., Гороховецкий р-н, г. Гороховец 1-е Мая ул. д.33||||||
32050-11002|31949|32050|0|ИП Решетова Т.А.|Владимирская обл., Ковровский р-н, г. Ковров Владимирская ул. д.2||||||
50303-11004|31949|50303|0|ИП Римарчук М.Н|Владимирская обл., г. Покров Ленина ул. д.92||||||
50437-11278|31949|50437|0|ИП Рожкова В.В.|Владимирская обл., Муромский р-н, г. Муром Садовая д.1-А||||||
32279-11213|31949|32279|0|ИП Роик Е.А.-1|Владимирская обл., Ковровский р-н, г. Ковров Лепсе ул. д.12||||||
32279-11212|31949|32279|0|ИП Роик Е.А.-1|Владимирская обл., Ковровский р-н, г. Ковров Социалистическая ул. д.10||||||
34625-9927|31949|34625|0|ИП Сенников А.О.|Владимирская обл., Меленковский р-н, г. Меленки Красноармейская ул. д.93||||||
34625-10892|31949|34625|0|ИП Сенников А.О.|Владимирская обл., Меленковский р-н, г. Меленки Лермонтова ул. д.8 корп. А||||||
34625-10890|31949|34625|0|ИП Сенников А.О.|Владимирская обл., Меленковский р-н, г. Меленки Венедиктова ул. д.15 корп. Б||||||
50348-11129|31949|50348|0|ИП Сергеева Г. В.|Владимирская обл., Ковровский р-н, г. Ковров Сосновая ул. д.35 (кв. 37)||||||
36248-10571|31949|36248|0|ИП Суркова Л.А.|Владимирская обл., Петушинский р-н, г. Вольгинский Новосеменовская д.14||||||
50095-10372|31949|50095|0|ИП Суханова О.И.|Владимирская обл., Александровский р-н, г. Александров Стрелецкая Набережная ул. д.1||||||
35836-10796|31949|35836|0|ИП Теперенкова Т.А.|Владимирская обл., Александровский р-н, г. Струнино Заречная ул. д.8||||||
13662-9116|31949|13662|0|ИП Тихомиров А.А.|Владимирская обл., г. Владимир Егорова ул. д.9||||||
34991-10878|31949|34991|0|ИП Улупова М.В.|Владимирская обл., г. Владимир Строителей пр-кт д.32||||||
50255-10863|31949|50255|0|ИП Федосеева А.Г.|Владимирская обл., Судогодский р-н, г. Судогда Коммунистическая ул. д.6||||||
50206-10735|31949|50206|0|ИП Хвалова Е.В.|Владимирская обл., г. Владимир Растопчина ул. д.53 корп. А||||||
33973-9277|31949|33973|0|ООО Мицелия|Владимирская обл., Собинский р-н, г. Заречное Парковая ул. д.3||||||
32339-8521|31949|32339|0|ООО ПИЛИГРИМ|Владимирская обл.,  Владимир р-н, г. Владимир ул. Суздальский проспект д.26||||||
50329-11073|31949|50329|0|ООО Прод-мастер|Владимирская обл., г. Владимир Строителей пр-кт д.23||||||
32759-8040|31949|32759|0|ООО Ривьера|Владимирская обл., г. Владимир Сущевская ул. д.1||||||
32584-7794|31949|32584|0|ООО Русич|Владимирская обл., г. Владимир Растопчина ул. д.35||||||
21340-3027|31949|21340|0|ООО Светлана|Московская  Орехово-Зуевский р-н, г. Демихово ул. Заводская ул. д.4||||||
32354-7713|31949|32354|0|ООО Товары для детей|Владимирская обл., г. Владимир Ленина пр-кт д.37||||||
31066-10790|31949|31066|0|ООО Универмаг Восток-А|Владимирская обл., г. Владимир Суздальский пр-кт д.20||||||
34832-11179|31949|34832|0|ИП Карпачева Т.Ю.|Владимирская обл., Киржачский р-н, г. Красный Октябрь фурманова д.53||||||
34832-10120|31949|34832|0|ИП Карпачева Т.Ю.|Владимирская обл., Киржачский р-н, г. Красный Октябрь Пушкина ул д.3||||||
50245-10834|31949|50245|0|ИП Карпачева Т.Ю.-1|Владимирская обл., Киржачский р-н, г. Красный Октябрь Солнечная ул. д.3||||||
33213-8591|31949|33213|0|ИП Карпова  М.Г.|Владимирская обл.,  Киржачский р-н, г. Киржач ул. Бол. Московская ул. д.56||||||
34240-9564|31949|34240|0|ИП Муравьева Е.В.|Владимирская обл.,  Владимир р-н, г. Владимир ул. Растопчина ул. д.27 корп. А||||||
32097-8349|31949|32097|0|ИП Мухин В.А.|Владимирская обл., г. Владимир С-Соколенка ул. д.16 корп. Б||||||
50134-10563|31949|50134|0|ИП Надежкина И.А.|Владимирская обл., Киржачский р-н, г. Киржач Свободы ул. д.18||||||
32335-7723|31949|32335|0|ИП Немкова М.Г|Владимирская обл., г. Владимир Строителей пр-кт д.47 корп. А||||||
36733-10852|31949|36733|0|ИП Никитин С.Н.|Владимирская обл., Киржачский р-н, г. Киржач Кирова ул. д.2||||||
36733-10330|31949|36733|0|ИП Никитин С.Н.|Владимирская обл.,  Киржачский р-н, г. Киржач ул. Ленинградская ул. д.96А||||||
50239-10827|31949|50239|0|ИП Никитин С.Н.-1|Владимирская обл., Киржачский р-н, г. Киржач Ленинградская ул. д.96 корп. А||||||
35678-10507|31949|35678|0|ИП Нилов О.А.|Владимирская обл., Александровский р-н, г. Александров Энтузиастов ул. д.9||||||
34777-10083|31949|34777|0|ИП Новиков В.Н.|Владимирская обл., Ковровский р-н, г. Ковров Космодемьянской З ул. д.13||||||
50135-10564|31949|50135|0|ИП Новикова Т.В.|Владимирская обл., Александровский р-н, г. Карабаново Победы ул. д.1||||||
50057-10524|31949|50057|0|ИП Новикова Т.Н.|Владимирская обл., Ковровский р-н, г. Ковров Грибоедова ул. д.15||||||
50025-10361|31949|50025|0|ИП Овечкин А.А.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный Нижегородская ул. д.56||||||
36632-11309|31949|36632|0|ИП Овсянникова В.Я.|Владимирская обл., Гороховецкий р-н, г. Гороховец Кирова ул. д.17||||||
50046-10474|31949|50046|0|ИП Овчинникова О.В.|Владимирская обл., Киржачский р-н, г. Киржач Шелковиков ул. д.7||||||
50577-11461|31949|50577|0|ИП Оганесян О. В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный 50 лет Советской власти д.37 (маг. Хозяин)||||||
34955-10145|31949|34955|0|ИП Окорокова Л,В.|Владимирская обл., г. Покров ул. Советская ул. д.21 корп. А||||||
36477-10853|31949|36477|0|ИП Олейников А.В.|Владимирская обл., г. Владимир Добросельская ул. д.197 корп. Б||||||
34606-9912|31949|34606|0|ИП Орехова Л.А.|Владимирская обл.,  Петушинский р-н, г. Костерево ул. Школьная ул. д.6||||||
32405-7722|31949|32405|0|ИП Петляк Н.Н.|Владимирская обл.,  Александровский р-н р-н, г. Карабаново ул. Луначарского ул. д.8||||||
36088-10583|31949|36088|0|ИП Петренко Л.В.|Владимирская обл., г. Владимир Красноармейская ул. д.44 (м-н Автотрио)||||||
85H000GUYDMT|2000|10585|0|Вязниковское райпо|магазин №60, 601430, Владимирская обл,...вязники мкр, Механизаторов ул, д. 74||||||
85H000HFWDMT|2000|10585|0|Вязниковское райпо|магазин №63, 601430, Владимирская обл,...г, Нововязники мкр, Главная ул, д. 1||||||
50316-11047|31949|50316|0|ИП Полушкин|Владимирская обл., Муромский р-н, г. Муром Карачаровское ш. д.68||||||
32408-7734|31949|32408|0|ИП Пономаренко Т.П.|Владимирская обл., Александровский р-н, г. Александров Ленина ул. д.71||||||
32408-9584|31949|32408|0|ИП Пономаренко Т.П.|Владимирская обл., Александровский р-н, г. Александров Ленина ул. д.71||||||
32469-7876|31949|32469|0|ИП Попова Л.М.|Владимирская обл., г. Владимир Горького ул. д.82 (м-н Хозяйка)||||||
36593-10836|31949|36593|0|ИП Портнягин О.А.|Владимирская обл., Киржачский р-н, г. Киржач Больничный пр-д д.7 корп. Ж||||||
32092-10548|31949|32092|0|ИП Поспелова Г.Н.|Владимирская обл., г. Владимир Ленина пр-кт д.2||||||
32410-10795|31949|32410|0|ИП Потанина С.Ю.|Владимирская обл., г. Ставрово Механизаторов ул. д.11||||||
32410-7769|31949|32410|0|ИП Потанина С.Ю.|Владимирская обл., Собинский р-н, г. Ставрово Советская ул. д.10||||||
50089-10432|31949|50089|0|ИП Потанина С.Ю.-2 не выбирать|Владимирская обл., г. Ставрово Механизаторов ул. д.11||||||
50588-11484|31949|50588|0|ИП Прокофьева  И.В.|Владимирская обл., Суздальский р-н, г. Боголюбово Пушкина д.2-А||||||
50434-11275|31949|50434|0|ИП Прудковских Е. В.|Владимирская обл., г. Владимир Дзержинского ул. д.9||||||
32148-8238|31949|32148|0|ИП Пучков А.Н.|Владимирская обл., г. Лакинск ул. 21-го парт съезда ул. д.17||||||
50130-10500|31949|50130|0|ИП Пыленкова А.И.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный Садовая ул. д.57||||||
50429-11269|31949|50429|0|ИП Ратушный И. К.|Владимирская обл., Муромский р-н, г. Муром Московская ул. д.96||||||
32370-10121|31949|32370|0|ИП Рачков С.А.|Владимирская обл.,  Ковровский р-н, г. Ковров ул. Дектярева ул. д.88||||||
32050-9534|31949|32050|0|ИП Решетова Т.А.|Владимирская обл., Ковровский р-н, г. Ковров Рунова ул. д.27||||||
32050-11000|31949|32050|0|ИП Решетова Т.А.|Владимирская обл., Ковровский р-н, г. Ковров Шмидта ул. д.14||||||
32050-11001|31949|32050|0|ИП Решетова Т.А.|Владимирская обл., Ковровский р-н, г. Ковров Дектярева ул. д.136||||||
50453-11298|31949|50453|0|ИП  Мокеева С. П.|Владимирская обл., Муромский р-н, г. Муром Октябрьская д.100||||||
35668-10574|31949|35668|0|ИП Аветисян В.С.|Владимирская обл., Петушинский р-н, г. Покров Быкова д.1||||||
50435-11276|31949|50435|0|ИП Агаев А.А.|Владимирская обл., г. Владимир Куйбышева ул. д.26-Ж (ОТК  Тандем  М-н Крепкий дом)||||||
50484-11340|31949|50484|0|ИП Агамирзоев К.Ш.|Владимирская обл., Ковровский р-н, г. Ковров Еловая д.92||||||
35836-10509|31949|35836|0|ИП Теперенкова Т.А.|Владимирская обл., Александровский р-н, г. Александров Ленина ул. д.8||||||
50133-10552|31949|50133|0|ИП Теперенкова Т.А.-3 не выбирать|Владимирская обл., Александровский р-н, г. Струнино Заречная ул. д.8||||||
34623-9924|31949|34623|0|ИП Тимофеев В.В.|Владимирская обл., Муромский р-н, г. Муром Ленинградская ул. д.30||||||
13662-9115|31949|13662|0|ИП Тихомиров А.А.|Владимирская обл., г. Владимир Егорова ул. д.3||||||
13662-10804|31949|13662|0|ИП Тихомиров А.А.|Владимирская обл., г. Владимир Горького ул. д.73 корп. А||||||
13662-10805|31949|13662|0|ИП Тихомиров А.А.|Владимирская обл., г. Владимир Белоконской ул. д.8 корп. А||||||
35008-10202|31949|35008|0|ИП Тихомирова Т.В.|Владимирская обл., г. Владимир Разина ул. д.12||||||
32290-9714|31949|32290|0|ИП Ткачев П.Л|Владимирская обл.,  Ковровский р-н, г. Ковров ул. Северный пр-д. д.11 корп. А||||||
50312-11142|31949|50312|0|ИП Торопина|Владимирская обл., Киржачский р-н, г. Киржач Привокзальная д.11 -А||||||
50312-11022|31949|50312|0|ИП Торопина|Владимирская обл., г. Красный Октябрь Пушкина ул. д.28 (маг.1000 мелочей)||||||
34200-9525|31949|34200|0|ИП Трошин А.А.|Владимирская обл.,  Собинский р-н, г. Собинка ул. Некрасова ул. д.4 корп. Б||||||
35542-10884|31949|35542|0|ИП Тулов М.Ю.|Владимирская обл., г. Ковров Чернышевского д.1-62 (м-н Чистый мир)||||||
50128-10490|31949|50128|0|ИП Тумина Е.Б.|Владимирская обл., г. Владимир 850-летия ул д.7||||||
32291-8189|31949|32291|0|ИП Тюльпа А.В.|Владимирская обл., г. Владимир Лакина ул. д.135 (пав.Апельсин(Хозтовары))||||||
50218-11189|31949|50218|0|ИП Узлова|Владимирская обл., г. Владимир Судогодское шоссе ул. д.17-а||||||
35038-10219|31949|35038|0|ИП Урвачева М.С.|Владимирская обл.,  Владимир р-н, г. Владимир ул. Дуброва Верх. ул. д.26||||||
35323-10399|31949|35323|0|ИП Урлеков С.Б.|Владимирская обл., Собинский р-н, г. Собинка Мира ул. д.5||||||
32293-8699|31949|32293|0|ИП Усольская Т.В.|Владимирская обл., г. Юрьевец Михалькова ул. д.3||||||
50409-11216|31949|50409|0|ИП Агиевич Е. А.|Владимирская обл., г. Владимир Добросельская ул. д.191-Б||||||
35035-10209|31949|35035|0|ИП Усольская Т.В.-2|Владимирская обл.,  Владимир р-н, г. Владимир ул. Офицерская ул. д.12||||||
32199-7857|31949|32199|0|ИП Утьков Н. В.|Владимирская обл., Гусь-Хрустальный р-н, г. Гусь-Хрустальный Хрустальщиков ул. д.22||||||
50189-10691|31949|50189|0|ИП Фадеева И.В.|Владимирская обл., г. Владимир Добросельская ул. д.197 (2-й этаж)||||||
50359-11146|31949|50359|0|ИП Федоричева Л. В.|Владимирская обл., Гороховецкий р-н, г. Гороховец Полевая д.1-А||||||
32466-8405|31949|32466|0|ИП Федорова Т.А.|Владимирская обл.,  Юрьев-Польский р-н, г. Юрьев-Польский ул. Горького ул. д.24 корп. А||||||
50454-11299|31949|50454|0|ИП Федулова В. Е.|Владимирская обл., Гусь-Хрустальный р-н, г. Иванищи Фрунзе д.1-А (Маг.  Валентина)||||||
85H000HPDDMT|2000|10585|0|Вязниковское райпо|магазин №7, 601427, Владимирская обл, ...кий р-н, Лосево д, Парковая ул, д. 5||||||
85H000HT3DMT|2000|10585|0|Вязниковское райпо|магазин №74, 601409, Владимирская обл,...-н, Пустово д, Центральная ул, д. 58||||||
85H000HPCDMT|2000|10585|0|Вязниковское райпо|магазин №79, 601409, Владимирская обл,...овский р-н, Пески д, Новая ул, д. 13||||||
85H000FHFDMT|2000|10585|0|Вязниковское райпо|раймаг, 601441, Владимирская обл, Вязники г, Советская ул, д. 35||||||
85H000EKMDMT|2000|10585|0|Вязниковское райпо|склад №5, Владимирская обл., г.Вязники, ул.Ленина,51||||||
85H0004NVDMT|2000|10585|0|Вязниковское райпо|склад, Владимирская обл., г.Вязники, ул.Ленина, д.51||||||
IP4000RXJDMT|2000|24277|0|Соболев Владимир Николаевич ИП|,601770,Владимирская обл,,Кольчугино г,Белая Речка п,Школьная ул,7,,||||||
WB0007PDMT|2000|1164|0|Соковишина Л.В. ИП|,171507,Тверская обл,,Кимры г,,Карла Либкнехта ул,110,,||||||
JCO000SWUDMT|2000|25127|0|Соколов Андрей Юрьевич ИП|,601326,Владимирская обл,,Владимир г,,Гагарина ул,5,,||||||
C5A000J24DMT|2000|15767|0|Соколова Н.В.|,601122,Владимирская обл,Петушинский р-н,Покров г,,Герасимова ул,21б,,||||||
9HM000G42DMT|2000|12319|0|Соловьев А.Л.|172387, Тверская обл, Ржев г, Ленинградское ш., д.13||||||
9HM000MZ0DMT|2000|12319|0|Соловьев А.Л.|г. Ржев ул. Солнечная, д. 24а||||||
IY6000SA7DMT|2000|24605|0|Сонковская средняя общеобразовательная школа Сонковского района Тверской области|,171450,Тверская обл,,,Сонково пгт,Широкая ул,19,,||||||
IK2000RQ0DMT|2000|24094|0|Сорокина Ольга Владимировна ИП|,601817,Владимирская обл,Юрьев-Польский р-н,,Шихобалово с,,5 А,,||||||
ILW000RTJDMT|2000|24160|0|Сосновый ООО|Ярославская обл., Переславский р-н, с. Кубринск, ул. Петрова , д. 21 А||||||
9Z2000GS5DMT|2000|12948|0|Сосунова Н.И.|601010, Владимирская обл, Киржач г, Больничный проезд, д. 9г||||||
II1000RN0DMT|2000|24021|0|СофЛайн ООО|"141052, Московская обл, Мытищинский р-...лохово д, СПО "Автомобилист", уч. 12"||||||
ICW000RGBDMT|2000|23836|0|Союз ООО|,601122,Владимирская обл,Петушинский р-н,Покров г,,Герасимова ул,23-72,,||||||
7D40004A3DMT|2000|9564|0|Союз ООО|,601640,Владимирская обл,Александровский р-н,Карабаново г,,Октябрьская ул,6,,||||||
50170-10655|31949|50170|0|ИП Холостенко А.И.|Владимирская обл., Киржачский р-н, г. Красный Октябрь Солнечная ул. д.1 корп. А||||||
50202-10720|31949|50202|0|ИП Ярулина М. С.|Владимирская обл., г. Владимир Дуброва Нижн. ул. д.29||||||
35548-10420|31949|35548|0|ИП Антипова Н.В.|Владимирская обл., г. Владимир Полины Осипенко ул. д.16||||||
50275-10910|31949|50275|0|Ип Новоселов В.Н.|Владимирская обл., Александровский р-н, г. Карабаново Юбилейная ул. д.д.6||||||
50188-10689|31949|50188|0|КФ ООО ТД Энергомаш|Владимирская обл., Ковровский р-н, г. Ковров Строителей ул. д.22 (м-н Салтаниха)||||||
50516-11373|31949|50516|0|Камоза П.В. ИП|Владимирская обл., Собинский р-н, г. Собинка Лакина д.9||||||
50070-10309|31949|50070|0|Клиент для внутренних операций|г. Зеленоград ул. 10-й микрор. д.1 корп. 2||||||
11377-7242|31949|00-001|0|Клиент №1|Московская  Дмитровский р-н, г. Яхрома ул. Набережная ул. д.21||||||
